,timestamp_ns,gpu_index,name,temperature_C,util_gpu_percent,util_mem_percent,mem_total_MB,mem_used_MB,mem_free_MB,clock_sm_MHz,clock_mem_MHz,clock_graphics_MHz,fan_speed_percent,power_draw_W,ecc_volatile_corrected,ecc_volatile_uncorrected,ecc_aggregate_corrected,ecc_aggregate_uncorrected,Range,App_name
31,3450631968009,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,7000,2025,-1,15.494,-1,-1,-1,-1,2,Lenet5
32,3451505374555,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,3,8188,565,7623,2025,5500,2025,-1,15.949,-1,-1,-1,-1,2,Lenet5
33,3451634854547,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,8,3,8188,533,7655,2025,5500,2025,-1,15.879,-1,-1,-1,-1,2,Lenet5
34,3452507539063,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,565,7623,2025,5500,2025,-1,16.023,-1,-1,-1,-1,2,Lenet5
35,3452636372031,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,3,8188,533,7655,2025,5500,2025,-1,15.939,-1,-1,-1,-1,2,Lenet5
36,3453509469619,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,2,8188,533,7655,2025,7000,2025,-1,15.677,-1,-1,-1,-1,2,Lenet5
37,3453641342685,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,7000,2025,-1,15.807,-1,-1,-1,-1,2,Lenet5
38,3454516544530,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,565,7623,2025,5500,2025,-1,15.55,-1,-1,-1,-1,2,Lenet5
39,3454647757208,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,3,8188,533,7655,2025,7000,2025,-1,15.536,-1,-1,-1,-1,2,Lenet5
40,3455518582523,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,5500,2025,-1,15.973,-1,-1,-1,-1,2,Lenet5
41,3455649363694,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,565,7623,2025,5500,2025,-1,15.988,-1,-1,-1,-1,2,Lenet5
42,3456521178035,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,2,8188,533,7655,2025,7000,2025,-1,15.744,-1,-1,-1,-1,2,Lenet5
43,3456651223616,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,2,8188,565,7623,2025,5500,2025,-1,15.924,-1,-1,-1,-1,2,Lenet5
44,3457522687334,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,7000,2025,-1,15.654,-1,-1,-1,-1,2,Lenet5
45,3457653354772,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,7000,2025,-1,15.618,-1,-1,-1,-1,2,Lenet5
46,3458524205132,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,3,8188,533,7655,2025,5500,2025,-1,15.793,-1,-1,-1,-1,2,Lenet5
47,3458654922791,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,3,8188,533,7655,2025,5500,2025,-1,15.627,-1,-1,-1,-1,2,Lenet5
48,3459526716318,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,565,7623,2025,5500,2025,-1,15.78,-1,-1,-1,-1,2,Lenet5
49,3459656140211,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,5500,2025,-1,15.829,-1,-1,-1,-1,2,Lenet5
50,3460528658441,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,7,2,8188,533,7655,2025,7000,2025,-1,15.551,-1,-1,-1,-1,2,Lenet5
51,3460657616103,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,8,3,8188,565,7623,2025,7000,2025,-1,15.801,-1,-1,-1,-1,2,Lenet5
52,3461533841435,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,8,3,8188,533,7655,2025,5500,2025,-1,15.664,-1,-1,-1,-1,2,Lenet5
53,3461659687272,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,7000,2025,-1,15.591,-1,-1,-1,-1,2,Lenet5
54,3462535666918,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,565,7623,2025,5500,2025,-1,15.947,-1,-1,-1,-1,2,Lenet5
55,3462661163057,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,6,2,8188,533,7655,2025,5500,2025,-1,15.932,-1,-1,-1,-1,2,Lenet5
56,3463537299746,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,5,2,8188,565,7623,2025,7000,2025,-1,16.158,-1,-1,-1,-1,2,Lenet5
57,3463663678090,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,0,0,8188,353,7835,2025,7000,2025,-1,16.243,-1,-1,-1,-1,2,Lenet5
58,3464665499701,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,370,7817,2025,7000,2025,-1,14.522,-1,-1,-1,-1,2,Lenet5
59,3465667461290,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,475,7713,2025,7000,2025,-1,15.47,-1,-1,-1,-1,2,Lenet5
60,3466670343924,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,485,7703,2025,7000,2025,-1,16.224,-1,-1,-1,-1,2,Lenet5
61,3467673813514,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,475,7713,2025,7000,2025,-1,16.202,-1,-1,-1,-1,2,Lenet5
62,3468675289322,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.164,-1,-1,-1,-1,2,Lenet5
63,3469677950950,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,475,7713,2025,7000,2025,-1,16.217,-1,-1,-1,-1,2,Lenet5
64,3470681900875,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,475,7713,2025,7000,2025,-1,16.12,-1,-1,-1,-1,2,Lenet5
65,3471684118653,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.228,-1,-1,-1,-1,2,Lenet5
66,3472686182216,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,475,7713,2025,7000,2025,-1,16.223,-1,-1,-1,-1,2,Lenet5
67,3473689388144,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.2,-1,-1,-1,-1,2,Lenet5
68,3474691002264,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,475,7713,2025,7000,2025,-1,16.207,-1,-1,-1,-1,2,Lenet5
69,3475694453803,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.151,-1,-1,-1,-1,2,Lenet5
70,3476698396220,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.212,-1,-1,-1,-1,2,Lenet5
71,3477701588922,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,475,7713,2025,7000,2025,-1,16.239,-1,-1,-1,-1,2,Lenet5
72,3478703075820,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.151,-1,-1,-1,-1,2,Lenet5
73,3479705710326,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,475,7713,2025,7000,2025,-1,16.21,-1,-1,-1,-1,2,Lenet5
74,3480709392889,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,485,7703,2025,7000,2025,-1,16.133,-1,-1,-1,-1,2,Lenet5
75,3481712069339,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,475,7713,2025,7000,2025,-1,16.213,-1,-1,-1,-1,2,Lenet5
76,3482722550863,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,475,7713,2025,7000,2025,-1,16.076,-1,-1,-1,-1,2,Lenet5
77,3483724308708,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,485,7703,2025,7000,2025,-1,16.162,-1,-1,-1,-1,2,Lenet5
78,3484727199004,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,477,7711,2025,7000,2025,-1,16.164,-1,-1,-1,-1,2,Lenet5
79,3485734291972,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,487,7701,2025,7000,2025,-1,16.189,-1,-1,-1,-1,2,Lenet5
80,3486736796149,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.155,-1,-1,-1,-1,2,Lenet5
81,3487739883957,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,487,7701,2025,7000,2025,-1,16.216,-1,-1,-1,-1,2,Lenet5
82,3488744109466,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.176,-1,-1,-1,-1,2,Lenet5
83,3489748664376,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,487,7701,2025,7000,2025,-1,16.232,-1,-1,-1,-1,2,Lenet5
84,3490751792899,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.12,-1,-1,-1,-1,2,Lenet5
85,3491756036793,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,487,7701,2025,7000,2025,-1,16.168,-1,-1,-1,-1,2,Lenet5
86,3492760726001,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.096,-1,-1,-1,-1,2,Lenet5
87,3493762232572,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,487,7701,2025,7000,2025,-1,16.165,-1,-1,-1,-1,2,Lenet5
88,3494765328415,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.145,-1,-1,-1,-1,2,Lenet5
89,3495767572959,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,477,7711,2025,7000,2025,-1,16.173,-1,-1,-1,-1,2,Lenet5
90,3496773337618,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,487,7701,2025,7000,2025,-1,16.123,-1,-1,-1,-1,2,Lenet5
91,3497775543647,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,477,7711,2025,7000,2025,-1,16.159,-1,-1,-1,-1,2,Lenet5
92,3498777509581,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.108,-1,-1,-1,-1,2,Lenet5
93,3499779176150,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,477,7711,2025,7000,2025,-1,16.156,-1,-1,-1,-1,2,Lenet5
94,3500780685660,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.088,-1,-1,-1,-1,2,Lenet5
95,3501783004938,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,477,7711,2025,7000,2025,-1,16.128,-1,-1,-1,-1,2,Lenet5
96,3502794489911,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,477,7711,2025,7000,2025,-1,16.066,-1,-1,-1,-1,2,Lenet5
97,3503797617298,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,477,7711,2025,7000,2025,-1,16.116,-1,-1,-1,-1,2,Lenet5
98,3504800367993,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,487,7701,2025,7000,2025,-1,16.158,-1,-1,-1,-1,2,Lenet5
99,3505802615681,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,477,7711,2025,7000,2025,-1,16.165,-1,-1,-1,-1,2,Lenet5
100,3506804200089,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,487,7701,2025,7000,2025,-1,16.104,-1,-1,-1,-1,2,Lenet5
101,3507805868100,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,479,7709,2025,7000,2025,-1,16.189,-1,-1,-1,-1,2,Lenet5
102,3508807437573,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,489,7699,2025,7000,2025,-1,16.112,-1,-1,-1,-1,2,Lenet5
103,3509810478622,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.126,-1,-1,-1,-1,2,Lenet5
104,3510813340925,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,489,7699,2025,7000,2025,-1,16.15,-1,-1,-1,-1,2,Lenet5
105,3511815971686,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.108,-1,-1,-1,-1,2,Lenet5
106,3512821995653,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,479,7709,2025,7000,2025,-1,16.126,-1,-1,-1,-1,2,Lenet5
107,3513829485038,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.139,-1,-1,-1,-1,2,Lenet5
108,3514836024578,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,4,0,8188,479,7709,2025,7000,2025,-1,16.14,-1,-1,-1,-1,2,Lenet5
109,3515838002171,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.134,-1,-1,-1,-1,2,Lenet5
110,3516841223336,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,479,7709,2025,7000,2025,-1,16.102,-1,-1,-1,-1,2,Lenet5
111,3517847443894,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.213,-1,-1,-1,-1,2,Lenet5
112,3518850959332,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.08,-1,-1,-1,-1,2,Lenet5
113,3519853824380,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,489,7699,2025,7000,2025,-1,16.152,-1,-1,-1,-1,2,Lenet5
114,3520858088726,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.132,-1,-1,-1,-1,2,Lenet5
115,3521859600914,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,489,7699,2025,7000,2025,-1,16.147,-1,-1,-1,-1,2,Lenet5
116,3522862378302,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,479,7709,2025,7000,2025,-1,16.21,-1,-1,-1,-1,2,Lenet5
117,3523864321056,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,3,0,8188,479,7709,2025,7000,2025,-1,16.105,-1,-1,-1,-1,2,Lenet5
118,3524867849758,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,479,7709,2025,7000,2025,-1,16.195,-1,-1,-1,-1,2,Lenet5
119,3525871732224,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.179,-1,-1,-1,-1,2,Lenet5
120,3526873189370,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.198,-1,-1,-1,-1,2,Lenet5
121,3527875157825,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,4,0,8188,479,7709,2025,7000,2025,-1,16.241,-1,-1,-1,-1,2,Lenet5
122,3528877998344,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,479,7709,2025,7000,2025,-1,16.195,-1,-1,-1,-1,2,Lenet5
123,3529886162995,0,NVIDIA GeForce RTX 4060 Laptop GPU,52,3,0,8188,489,7699,2025,7000,2025,-1,16.196,-1,-1,-1,-1,2,Lenet5
124,3530887707518,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,0,0,8188,353,7835,2025,7000,2025,-1,13.961,-1,-1,-1,-1,2,Lenet5
125,3531889332568,0,NVIDIA GeForce RTX 4060 Laptop GPU,53,99,32,8188,7933,255,1785,5500,1785,-1,20.766,-1,-1,-1,-1,2,Lenet5
126,3532891576904,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,72,41,8188,7933,255,2025,5500,2025,-1,33.101,-1,-1,-1,-1,2,Lenet5
127,3533893457169,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,98,18,8188,7933,255,1125,5500,1125,-1,34.575,-1,-1,-1,-1,2,Lenet5
128,3534895723641,0,NVIDIA GeForce RTX 4060 Laptop GPU,56,98,17,8188,7933,255,1335,5500,1335,-1,33.905,-1,-1,-1,-1,2,Lenet5
129,3535897709196,0,NVIDIA GeForce RTX 4060 Laptop GPU,54,99,30,8188,7933,255,1725,5500,1725,-1,32.396,-1,-1,-1,-1,2,Lenet5
130,3536899447954,0,NVIDIA GeForce RTX 4060 Laptop GPU,53,73,37,8188,7933,255,2025,5500,2025,-1,32.778,-1,-1,-1,-1,2,Lenet5
131,3537901109163,0,NVIDIA GeForce RTX 4060 Laptop GPU,56,98,18,8188,7933,255,1185,5500,1185,-1,34.408,-1,-1,-1,-1,2,Lenet5
132,3538903438300,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,98,35,8188,7933,255,1335,5500,1335,-1,34.014,-1,-1,-1,-1,2,Lenet5
133,3539911829060,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,77,35,8188,7933,255,1695,5500,1695,-1,31.911,-1,-1,-1,-1,2,Lenet5
134,3540913533471,0,NVIDIA GeForce RTX 4060 Laptop GPU,54,97,17,8188,7933,255,2025,5500,2025,-1,32.605,-1,-1,-1,-1,2,Lenet5
135,3541915175842,0,NVIDIA GeForce RTX 4060 Laptop GPU,56,98,18,8188,7933,255,1125,5500,1125,-1,34.621,-1,-1,-1,-1,2,Lenet5
136,3542917087854,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,99,32,8188,7933,255,1215,5500,1215,-1,32.221,-1,-1,-1,-1,2,Lenet5
137,3543918891659,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,65,36,8188,7933,255,1200,5500,1200,-1,33.299,-1,-1,-1,-1,2,Lenet5
138,3544920757736,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,97,18,8188,7933,255,2025,5500,2025,-1,32.73,-1,-1,-1,-1,2,Lenet5
139,3545923350907,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,98,18,8188,7933,255,1125,5500,1125,-1,35.148,-1,-1,-1,-1,2,Lenet5
140,3546925332980,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,99,17,8188,7933,255,1215,5500,1215,-1,32.524,-1,-1,-1,-1,2,Lenet5
141,3547927181376,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,94,15,8188,7933,255,1395,5500,1395,-1,33.136,-1,-1,-1,-1,2,Lenet5
142,3548929103251,0,NVIDIA GeForce RTX 4060 Laptop GPU,54,99,16,8188,7933,255,1395,5500,1395,-1,34.633,-1,-1,-1,-1,2,Lenet5
143,3549950235945,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,98,26,8188,7933,255,2025,7000,2025,-1,30.083,-1,-1,-1,-1,2,Lenet5
144,3550952057325,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,99,17,8188,7933,255,1125,5500,1125,-1,32.24,-1,-1,-1,-1,2,Lenet5
145,3551954019967,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,98,17,8188,7933,255,1170,5500,1170,-1,34.968,-1,-1,-1,-1,2,Lenet5
146,3552955978207,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,97,32,8188,7933,255,1200,5500,1200,-1,32.407,-1,-1,-1,-1,2,Lenet5
147,3553958008782,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,74,35,8188,7933,255,1635,5500,1635,-1,32.585,-1,-1,-1,-1,2,Lenet5
148,3554960515262,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,100,17,8188,7933,255,1260,5500,1260,-1,32.624,-1,-1,-1,-1,2,Lenet5
149,3556005347752,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,98,16,8188,7933,255,1155,5500,1155,-1,34.576,-1,-1,-1,-1,2,Lenet5
150,3557007885022,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,99,31,8188,7933,255,1275,5500,1275,-1,32.468,-1,-1,-1,-1,2,Lenet5
151,3558009850907,0,NVIDIA GeForce RTX 4060 Laptop GPU,60,99,18,8188,7933,255,1815,5500,1815,-1,33.193,-1,-1,-1,-1,2,Lenet5
152,3559011571200,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,74,19,8188,7933,255,2025,5500,2025,-1,32.708,-1,-1,-1,-1,2,Lenet5
153,3560013576651,0,NVIDIA GeForce RTX 4060 Laptop GPU,57,98,16,8188,7933,255,1140,5500,1140,-1,34.334,-1,-1,-1,-1,2,Lenet5
154,3561015718299,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,99,15,8188,7933,255,1185,5500,1185,-1,32.888,-1,-1,-1,-1,2,Lenet5
155,3562017689871,0,NVIDIA GeForce RTX 4060 Laptop GPU,59,99,22,8188,7933,255,2025,5500,2025,-1,34.228,-1,-1,-1,-1,2,Lenet5
156,3563019440472,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,73,17,8188,7933,255,2025,5500,2025,-1,33.98,-1,-1,-1,-1,2,Lenet5
157,3564021386270,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,99,16,8188,7933,255,1185,5500,1185,-1,35.833,-1,-1,-1,-1,2,Lenet5
158,3565024290162,0,NVIDIA GeForce RTX 4060 Laptop GPU,58,99,14,8188,7933,255,1200,5500,1200,-1,31.535,-1,-1,-1,-1,2,Lenet5
159,3566026264001,0,NVIDIA GeForce RTX 4060 Laptop GPU,56,98,17,8188,7933,255,1650,5500,1650,-1,32.787,-1,-1,-1,-1,2,Lenet5
